date,op_nxt,hi_nxt,lo_nxt,cl_nxt,open,high,low,close,volume,sma_10,sma_20,sma_50,ema_50,ema_200d,hi_250d,lo_250d,prev_close,change_p,avgvol_14d,avgvol_50d,avgvol_200d,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,vwap,stoch_k,stoch_d,ADX_14,DMP_14,DMN_14,ad_line
2008-04-21,7402.8,7542.25,7383.7,7520.9,7174.45,7451.9,7117.65,7425.45,16074000,6947.025,6880.925,7736.773,7612.340360637837,7645.681906132873,10774.15,5382.2,7165.05,3.634308204408887,15598571.42857143,14907760.0,13094405.0,55.92051855698888,-144.37040352413442,130.40128233243422,-274.77168585656864,7331.666666666667,89.22506256994446,76.0556069049555,25.54382927509027,26.65378666564621,24.368658161748943,208074850.13167813
2008-04-22,7518.8,7532.45,7298.95,7378.05,7402.8,7542.25,7383.7,7520.9,15919000,7044.6,6934.142499999999,7699.235,7608.7544641422355,7644.4402951265765,10774.15,5480.5,7425.45,1.2854439798261286,15303785.714285715,15060120.0,13133290.0,57.79632429699162,-92.74354540657441,145.6225123599954,-238.3660577665698,7482.283333333333,96.35492878944414,87.44379885444384,24.338064787638494,27.84894479429461,23.408451641875153,219706613.92858747
2008-04-23,7408.35,7446.75,7362.6,7391.9,7518.8,7532.45,7298.95,7378.05,13517000,7099.164999999999,6971.3150000000005,7663.083,7599.707230254305,7641.789645423824,10774.15,5480.5,7520.9,-1.8993737451634685,15179500.0,15178660.0,13147370.0,54.086692516231196,-62.633687389607985,140.58589630156945,-203.21958369117743,7403.15,93.29438449234819,92.95812528391225,22.88951153946948,26.210919466554646,24.166445060572514,215347598.51102862
2008-04-24,7409.5,7651.4,7409.5,7616.3,7408.35,7446.75,7362.6,7391.9,17998000,7152.085000000001,6983.5525,7631.7119999999995,7591.557927107077,7639.3031812902545,10774.15,5480.5,7378.05,0.18771897723652842,15201285.714285715,15333700.0,13199975.0,54.39234123174755,-37.22472526931051,132.79588673749356,-170.02061200680407,7400.416666666667,89.42941075934907,93.02624134704713,21.5444263822496,25.625936088704496,23.627090892543322,209882965.1182773
2008-04-25,7643.35,7706.6,7567.85,7590.05,7409.5,7651.4,7409.5,7616.3,14775000,7207.76,7008.322499999999,7607.697999999999,7592.528204475428,7639.074293914233,10774.15,5480.5,7391.9,3.035755353833247,15398142.857142856,15410480.0,13213715.0,59.13863513251299,1.007649329432752,136.82260906898946,-135.8149597395567,7559.066666666667,89.07557784220903,90.5997910313021,21.02243613052001,29.29954174757635,21.996717523557862,220370222.24932325
2008-04-28,7580.05,7815.9,7570.45,7737.45,7643.35,7706.6,7567.85,7590.05,15210000,7279.4800000000005,7039.360000000001,7591.1140000000005,7592.431019986196,7638.586489994688,10774.15,5480.5,7616.3,-0.34465554140461485,15547214.285714285,15473360.0,13227130.0,58.373351167671466,28.856288695063995,131.7369987476966,-102.88071005263258,7621.5,91.07319293349529,89.8593938450178,20.720865529497914,29.700198183317134,21.156110600277295,210027422.24932322
2008-04-29,7765.25,7804.2,7575.45,7629.0,7580.05,7815.9,7570.45,7737.45,20273000,7369.38,7074.339999999999,7575.616,7598.118038810267,7639.570206512154,10774.15,5480.5,7590.05,1.9420161922516943,15956357.142857144,15715800.0,13253485.0,61.39437894803732,62.1045812043767,131.9882330056074,-69.88365180123073,7707.9333333333325,93.4970099720855,91.21526024926327,20.796972254739657,30.706616303359578,19.72040423508487,217341230.1531734
2008-04-30,7774.1,7900.85,7774.1,7871.9,7765.25,7804.2,7575.45,7629.0,17814000,7440.6050000000005,7123.039999999999,7553.221,7599.329096111825,7639.465030327953,10774.15,5480.5,7737.45,-1.4016245662330618,15888000.0,15892120.0,13281740.0,58.055916385429825,78.79478666090927,118.94275076971199,-40.147964108802725,7669.55,88.97739085842784,91.18253125466954,20.867642785251192,28.748545365137062,18.462891846183354,207867686.54661605
2008-05-02,7879.65,7990.45,7819.9,7851.5,7774.1,7900.85,7774.1,7871.9,18106000,7532.604999999999,7186.229999999999,7528.155,7610.018151166263,7641.777816095834,10774.15,5480.5,7629.0,3.1839035260191384,16061428.57142857,16057780.0,13315895.0,62.919398391781776,110.34985034724195,120.39825156483575,-10.048401217593788,7848.95,91.36310692178584,91.2791692507664,21.256729862460766,29.26194086177719,17.06980575415163,217702780.0377401
2008-05-05,7842.9,7871.3,7751.85,7814.55,7879.65,7990.45,7819.9,7851.5,16856000,7601.25,7240.170000000001,7497.584,7619.4880275911155,7643.864603995378,10774.15,5480.5,7871.9,-0.2591496335065169,16205142.857142856,16197500.0,13352110.0,62.26639169030315,132.18758001206515,113.78878498372715,18.398795028338,7887.283333333333,90.12552374819101,90.15534050946822,21.905638529331092,30.390858004960354,16.24182520796596,207093037.4402615
2008-05-06,7787.85,7802.25,7661.35,7743.6,7842.9,7871.3,7751.85,7814.55,13476000,7640.159999999999,7293.592500000001,7465.791,7627.137516705189,7645.562966144679,10774.15,5480.5,7851.5,-0.47061071132904475,16226285.714285715,16310180.0,13349950.0,61.03086659170366,144.84292285473748,101.15530226111957,43.6876205936179,7812.566666666667,91.14714670490629,90.87859245829439,22.109881175515344,29.318231707290785,17.6792809777309,207764299.0560002
2008-05-07,7671.85,7671.85,7502.1,7518.8,7787.85,7802.25,7661.35,7743.6,14169000,7662.43,7353.515000000001,7432.1939999999995,7631.70467291283,7646.538459018861,10774.15,5480.5,7814.55,-0.9079217613298218,16077642.857142856,16409720.0,13343150.0,58.62536274237442,147.44761684424066,83.0079970004982,64.43961984374246,7735.733333333334,84.19877842203644,88.49048295837791,21.785000010594455,27.955441126387843,19.603377793715243,210137531.13548926
2008-05-08,7530.9,7540.6,7267.9,7299.0,7671.85,7671.85,7502.1,7518.8,13228000,7676.505,7387.834999999999,7399.988,7627.277038680954,7645.267429575888,10774.15,5480.5,7743.6,-2.903042512526477,16220357.142857144,16493640.0,13334785.0,51.675590698583356,129.87525325374645,52.34850672800319,77.52674652574326,7564.25,71.3778878958677,82.24127100760347,20.655172801568895,25.9108081441768,22.992540359584332,199512271.6362256
2008-05-09,7274.7,7359.6,7140.1,7330.55,7530.9,7540.6,7267.9,7299.0,17409000,7667.215000000001,7409.65,7367.044,7614.403429320917,7641.821982515432,10774.15,5529.65,7518.8,-2.923338830664468,16058857.142857144,16635640.0,13372195.0,45.941010568649475,97.09376892212003,15.653617917101414,81.44015100501862,7369.166666666667,49.4719665857646,68.34954430122292,19.776094590559314,23.79450277987955,28.12912791710686,186074081.31719375
2008-05-12,7384.8,7471.45,7295.8,7340.95,7274.7,7359.6,7140.1,7330.55,13887000,7638.640000000001,7423.2,7339.953,7603.271922288724,7638.724748858563,10774.15,5529.65,7299.0,0.43225099328676464,15902642.857142856,16748840.0,13392880.0,46.852714076939954,72.82059722159102,-6.895643026742093,79.71624024833311,7276.75,31.348135956358266,50.73266347933019,19.441309686673158,22.22124519003106,30.118906069840275,196285296.80694315
2008-05-13,7288.25,7358.75,7276.5,7324.85,7384.8,7471.45,7295.8,7340.95,13841000,7613.7300000000005,7446.6050000000005,7313.442000000001,7592.984788081323,7635.7618160341,10774.15,5733.3,7330.55,0.14187202870179494,15754214.285714285,16827720.0,13413275.0,47.16900965048537,53.802920279905265,-20.730655974742277,74.53357625464754,7369.4,22.26476740468344,34.3616233156021,18.5975059365476,24.456091543137394,28.49525019236353,189559823.7070285
2008-05-14,7325.15,7524.7,7325.15,7508.15,7288.25,7358.75,7276.5,7324.85,9471000,7572.469999999999,7470.925,7285.094,7582.469698352645,7632.668166123313,10774.15,5844.2,7340.95,-0.21931766324521096,15465214.285714285,16897560.0,13415665.0,46.705607263931405,37.00556176114969,-30.022411594798285,67.02797335594798,7320.033333333334,22.580898061582474,25.397933807541392,17.892512475391975,23.80885106638264,28.362123767909566,191223725.83468816
2008-05-15,7559.15,7666.9,7559.15,7644.6,7325.15,7524.7,7325.15,7508.15,13761000,7560.385,7500.495,7260.865,7579.555200378031,7631.429179395719,10774.15,5960.65,7324.85,2.5024403230100134,15162571.42857143,16996920.0,13426380.0,52.435019879352005,38.04574455401962,-23.18578304154269,61.23152759556231,7452.666666666667,29.542737304247243,24.796134256837718,16.76211601200236,27.644878671799198,26.52520363629488,202702144.52674532
2008-05-16,7616.85,7616.85,7405.5,7459.2,7559.15,7666.9,7559.15,7644.6,14207000,7537.655000000001,7535.13,7241.592,7582.1059768337955,7631.560232337055,10774.15,6048.8,7508.15,1.817358470462116,15122000.0,17013460.0,13433505.0,56.20907676432858,49.31203312901562,-9.535595573237359,58.847628702252976,7623.55,41.44567923012093,31.189771531983553,16.299550402529192,30.89595645349795,25.13273463323811,211028567.26456454
2008-05-20,7425.35,7425.35,7299.05,7374.25,7616.85,7616.85,7405.5,7459.2,13821000,7498.425,7549.8375,7217.009,7577.2861346050195,7629.8452051496215,10774.15,6048.8,7644.6,-2.4252413468330625,15022785.714285715,16900220.0,13432620.0,50.361925589132426,42.78719331593129,-12.848348309057357,55.63554162498865,7493.85,46.71213813919757,39.233518224521916,15.16914327085074,28.47163737674513,28.203083870407067,204230871.7358207
2008-05-21,7283.6,7288.65,7132.3,7147.3,7425.35,7425.35,7299.05,7374.25,11541000,7454.395000000001,7547.277500000001,7203.545,7569.323933247961,7627.301969277486,10774.15,6048.8,7459.2,-1.1388620763620794,14399071.42857143,16826400.0,13406830.0,47.90303482590755,30.41089781205119,-20.17971505034997,50.59061286240116,7366.216666666666,41.463319025499295,43.20704546493926,14.49853369405742,26.94645484990849,30.252927625936312,206433073.6360581
2008-05-22,7170.4,7220.6,6994.9,7009.05,7283.6,7288.65,7132.3,7147.3,14496000,7394.764999999999,7528.597500000001,7191.759,7552.773975081374,7622.5258302797,10774.15,6048.8,7374.25,-3.0776011119774904,14162071.42857143,16725260.0,13408745.0,42.002831668911,2.2635335533186662,-38.661663447265994,40.92519700058466,7189.416666666667,22.269797150164266,36.81508477162038,14.515392655844026,24.786210499957498,33.35272657783787,194718525.5068607
2008-05-23,6899.9,6925.4,6745.5,6767.45,7170.4,7220.6,6994.9,7009.05,13055000,7343.789999999999,7510.147499999999,7180.172999999999,7531.4514662546535,7616.421593162489,10774.15,6048.8,7147.3,-1.9342968673485061,13801285.714285715,16452540.0,13374255.0,38.86264189977492,-30.84352999472867,-57.41498159625067,26.571451601522,7074.85,10.234997214895225,24.656037796852928,15.00470406251976,22.93880336655397,35.40423175567405,183300461.70535433
2008-05-26,6832.45,6850.35,6573.8,6593.95,6899.9,6925.4,6745.5,6767.45,11631000,7290.634999999999,7478.925,7170.159000000001,7501.490624440746,7607.974114623559,10774.15,6048.8,7009.05,-3.446972128890513,13428071.42857143,16252760.0,13352915.0,34.06912002001435,-75.7035538002392,-81.82000432140896,6.11645052116976,6812.783333333334,1.7063318997667638,11.403708754942086,16.200264116736115,20.97304506904203,40.47971493924394,174507710.1767273
2008-05-27,6595.05,6837.4,6557.65,6780.9,6832.45,6850.35,6573.8,6593.95,17289000,7216.975,7427.807500000001,7156.588000000001,7465.900796031305,7597.88432243825,10774.15,6048.8,6767.45,-2.563742620928122,13700428.57142857,16110820.0,13380435.0,31.10223182913067,-123.82803337663336,-103.95558711824249,-19.872446258390866,6672.700000000001,1.6704426452171177,4.537257253293036,17.744930757412934,19.121335362831672,42.387370648011306,159738134.1506921
2008-05-28,6826.5,6847.9,6526.5,6576.75,6595.05,6837.4,6557.65,6780.9,20399000,7160.969999999999,7387.35,7145.0779999999995,7439.038019716352,7589.7551252000585,10774.15,6048.8,6593.95,2.835174667687812,14145428.57142857,16114200.0,13444530.0,37.42558892722663,-145.20786172421776,-100.26833237266152,-44.939529351556246,6725.316666666666,7.8756002474174664,3.7507915974671158,19.218995939098487,17.44358171147986,39.174735474281334,171897323.60556254
2008-05-29,6608.6,6651.5,6502.45,6584.35,6826.5,6847.9,6526.5,6576.75,23157000,7086.159999999999,7329.3150000000005,7129.781999999999,7405.222803256887,7579.675472212994,10774.15,6048.8,6780.9,-3.0106623014644063,14854642.857142856,16216020.0,13509620.0,33.77967342517119,-176.58911912788972,-105.31967182106678,-71.26944730682294,6650.383333333335,8.694474917197743,6.080172603277442,20.668069673412813,15.735349779071377,36.28751897272267,155981389.25584257
2008-05-30,6577.3,6677.15,6306.25,6347.15,6608.6,6651.5,6502.45,6584.35,16047000,6993.780000000001,7277.082500000001,7123.1759999999995,7373.031712933088,7569.771736171074,10774.15,6048.8,6576.75,0.11555859657126355,14757357.142857144,16317400.0,13528070.0,34.037296816194655,-198.5568949384251,-101.82995810528172,-96.72693683314338,6579.433333333334,10.492169914141963,9.020748359585724,22.078205983523326,15.001645806130085,35.34787681323956,157569401.66778487
2008-06-02,6265.65,6338.5,6190.6,6301.2,6577.3,6677.15,6306.25,6347.15,14578000,6864.034999999999,7200.844999999999,7107.998999999999,7332.801057523947,7557.606345761412,10774.15,6048.8,6584.35,-3.602481642075539,14806714.285714285,16347020.0,13531250.0,30.1012177367569,-232.42729598726692,-108.56028732329881,-123.86700866396811,6443.5166666666655,4.815209443348987,8.000618091562897,23.881560274392434,13.335328433592405,37.29730740660024,146206501.1555174
2008-06-03,6311.25,6350.95,6075.05,6113.65,6265.65,6338.5,6190.6,6301.2,17158000,6748.235000000001,7123.33,7102.899,7292.346114091635,7545.104790082194,10774.15,6048.8,6347.15,-0.7239469683243627,15043642.857142856,16342320.0,13561440.0,29.392137408524583,-259.98071793736017,-108.89096741871364,-151.08975051864653,6276.766666666666,5.843660636331542,7.050346664607498,25.814251131512115,12.694396660810062,39.0552894558571,154710094.1237391
2008-06-04,6151.35,6238.8,5974.1,6211.8,6311.25,6350.95,6075.05,6113.65,14352000,6622.175,7038.285000000001,7095.715999999999,7246.122737068434,7530.861458837596,10774.15,6048.8,6301.2,-2.9764171903764347,15392285.714285715,16181080.0,13574115.0,26.63429863677966,-293.5666671240451,-113.98153328431886,-179.58513383972627,6179.883333333334,4.307490035442645,4.988786705041058,27.849813734934347,11.633211830332943,39.291513729450564,144373949.1436738
2008-06-05,6205.55,6308.7,6113.85,6140.05,6151.35,6238.8,5974.1,6211.8,18564000,6528.625,6961.695,7090.821,7205.561061104966,7517.736469197421,10774.15,5974.1,6113.65,1.605423928422467,15735357.142857144,16067480.0,13619530.0,30.31906206564359,-308.7053262631953,-103.2961539387752,-205.40917232442007,6141.566666666667,7.98612600430562,6.045758892026602,29.938242246193273,10.70832727205971,39.19976637788952,159150808.98500356
2008-06-06,5960.9,5987.75,5803.0,5949.2,6205.55,6308.7,6113.85,6140.05,14085000,6441.725,6892.7575,7080.93,7163.776313610653,7504.02814612083,10774.15,5974.1,6211.8,-1.1550597250394423,15726642.857142856,16013540.0,13652185.0,29.165854389086487,-322.7717364005557,-93.89005126090848,-228.88168513964723,6187.533333333334,8.856212985294578,7.049943008347614,31.391205228022987,12.200363652390429,36.87564568240081,148853614.98962253
2008-06-09,5910.3,5949.6,5702.5,5814.35,5960.9,5987.75,5803.0,5949.2,14405000,6359.9,6825.2675,7056.971,7116.145869939647,7488.557219293758,10774.15,5803.0,6140.05,-3.1082808771915604,15768357.142857144,15888800.0,13645195.0,26.300307429298744,-345.3386191417867,-93.16554720171155,-252.17307194007515,5913.316666666667,11.051802105310378,9.298047031636859,33.35081858501628,10.98689445566566,42.38095421958054,157247110.2534926
2008-06-10,5857.55,5988.6,5853.75,5971.25,5910.3,5949.6,5702.5,5814.35,17204000,6281.9400000000005,6749.4574999999995,7030.84,7065.095051510642,7471.898440992328,10774.15,5702.5,5949.2,-2.2666913198413186,16172857.142857144,15827280.0,13628580.0,24.470838071430197,-369.8410073961213,-94.13434836483691,-275.7066590312844,5822.150000000001,8.721749367668318,9.543254819424424,35.336528068321805,10.186944159425583,42.25651103026243,155617917.21423727
2008-06-11,5796.65,6024.1,5703.1,5999.35,5857.55,5988.6,5853.75,5971.25,15910000,6200.975,6680.972500000001,7010.878999999999,7022.199167137676,7456.966615708822,10774.15,5702.5,5814.35,2.6984959625753424,16273857.142857144,15640220.0,13653875.0,30.52622486763333,-372.30708357947606,-77.2803396385533,-295.02674394092276,5937.866666666666,11.255444932152187,10.342998801710294,36.91503336621642,10.825899340856514,40.04243149856757,167433909.0570255
2008-06-12,5976.5,6092.3,5962.45,5993.15,5796.65,6024.1,5703.1,5999.35,17482000,6143.235,6614.6975,6990.109,6982.087435093062,7442.462967791322,10774.15,5702.5,5971.25,0.47058823529413374,16590071.42857143,15549420.0,13689045.0,31.584142985636372,-367.75478334045783,-58.18243151962804,-309.5723518208298,5908.850000000001,16.34299397914644,12.106729426322316,38.64684816298033,9.806529353798076,40.691104918535714,182220086.62711895
2008-06-13,6030.6,6171.8,6030.6,6127.75,5976.5,6092.3,5962.45,5993.15,14478000,6084.115,6538.9475,6976.871999999999,6943.305574893335,7428.041943236184,10774.15,5702.5,5999.35,-0.10334452899065649,16793428.57142857,15438060.0,13652195.0,31.470274971426594,-360.4918155367777,-40.735570972758296,-319.7562445640194,6015.966666666666,22.43285624356629,16.677098384954974,39.78393369923956,11.489657809498588,39.08774834579539,174588056.59246352
2008-06-16,6127.25,6437.0,6119.3,6425.65,6030.6,6171.8,6030.6,6127.75,13045000,6062.175,6463.105,6967.265,6911.323003328891,7415.103714945277,10774.15,5702.5,5993.15,2.245897399531138,16490285.714285715,15393820.0,13638615.0,36.79754433004223,-339.9559653710812,-16.1597766456494,-323.7961887254318,6110.05,28.90742893568888,22.56109305280054,40.30039296633379,13.310572629653361,36.93161937679822,179493789.59529626
2008-06-17,6441.5,6455.2,6182.35,6200.55,6127.25,6437.0,6119.3,6425.65,21192000,6074.620000000001,6411.4275,6960.3240000000005,6892.277003198346,7405.258404348807,10774.15,5702.5,6127.75,4.861490759250953,16546928.57142857,15463800.0,13674125.0,46.67733303253371,-296.22837945355695,22.054247417499937,-318.2826268710569,6327.316666666666,41.86105667036159,31.067113949872255,39.212044526100236,20.014597538055174,33.40289992746923,199171598.8493095
2008-06-18,6159.35,6159.35,5933.9,5957.25,6441.5,6455.2,6182.35,6200.55,17472000,6083.3099999999995,6352.7425,6949.413,6865.150454053313,7393.271256046829,10774.15,5702.5,6425.65,-3.503147541493845,16140857.142857144,15572860.0,13678950.0,41.40980813273762,-276.5497479859414,33.38630310809242,-309.9360510940338,6279.366666666666,50.454104082582894,40.40752989621112,38.103933942863996,18.931100082741857,30.690726963626147,184030479.55299288
2008-06-19,6003.3,6009.4,5731.25,5758.6,6159.35,6159.35,5933.9,5957.25,11989000,6057.855,6293.24,6937.655,6829.546514678674,7378.982487329946,10774.15,5702.5,6200.55,-3.9238454653216293,15851000.0,15550180.0,13675850.0,36.60190655846664,-277.38899970805505,26.03764110878302,-303.4266408168381,6016.833333333333,46.791044052822535,46.368734935255674,37.828565603357646,17.440710847283405,35.6098944566901,174524896.27510425
2008-06-20,5686.55,5737.05,5555.45,5593.75,6003.3,6009.4,5731.25,5758.6,19086000,6019.710000000001,6230.7175,6916.179,6787.5486121422555,7362.859278500792,10774.15,5702.5,5957.25,-3.3345923034957314,16173000.0,15641000.0,13695740.0,33.211356870602785,-290.7321285534945,10.155609810674889,-300.88773836416937,5833.083333333333,28.23038381956972,41.82517731832505,38.081513228086656,16.023593146814314,38.6362988115403,159192281.85842267
2008-06-23,5644.15,5693.65,5441.65,5489.85,5686.55,5737.05,5555.45,5593.75,15483000,5984.164999999999,6172.032499999999,6890.8,6740.73298029354,7345.256201102775,10774.15,5555.45,5758.6,-2.862674955718414,16053357.142857144,15575240.0,13679075.0,30.672162928797555,-311.02338757993857,-8.108519372615376,-302.9148682073232,5628.75,12.615831475962501,29.212419782784917,38.70119044323371,15.061051602945385,41.51370929548729,150240106.74829054
2008-06-24,5382.3,5521.15,5282.85,5480.7,5644.15,5693.65,5441.65,5489.85,15912000,5951.715,6116.8275,6859.406,6691.678745772225,7326.794447857972,10774.15,5441.65,5593.75,-1.8574301675977622,16164785.714285715,15579920.0,13708645.0,29.15897526904766,-331.6649906624234,-23.00009796408017,-308.66489269834324,5541.716666666668,5.488489569644886,15.444901621725704,39.50554294682216,13.942231500958158,41.78448206232128,140415078.17686206
2008-06-25,5536.15,5600.3,5425.75,5512.15,5382.3,5521.15,5282.85,5480.7,25153000,5902.66,6051.8175,6831.563,6644.189383192922,7308.425348874311,10774.15,5282.85,5489.85,-0.1666712205251608,16635428.57142857,15786100.0,13784745.0,29.0231803194012,-344.78744332633687,-28.898040502394906,-315.88940282394196,5428.233333333334,8.629553188279873,8.911291411295753,40.54894916165059,12.961671528949152,43.53248360352821,157028935.49956456
2008-06-26,5343.9,5343.9,5183.2,5210.9,5536.15,5600.3,5425.75,5512.15,22762000,5853.9400000000005,5998.5875,6805.036999999999,6599.795681891239,7290.551962318348,10774.15,5282.85,5480.7,0.573831809805303,17255214.285714287,15977740.0,13853820.0,30.2259692217964,-348.63053366614076,-26.192904673759017,-322.43762899238175,5512.733333333333,13.730308999512582,9.28278391914578,41.048536684288536,14.663817912807026,41.2443227967195,156800728.68203378
2008-06-27,5214.1,5214.1,4996.85,5027.05,5343.9,5343.9,5183.2,5210.9,18931000,5775.715,5929.915,6770.92,6545.329184562171,7269.858907966922,10774.15,5183.2,5512.15,-5.46519960451004,17578500.0,16031360.0,13903845.0,25.72840979553455,-371.69984337776805,-39.40977150830901,-332.29007186945904,5245.999999999999,12.871012607138654,11.743624931643703,41.97457599793171,13.250322901257029,44.37617149620329,144396034.84258145
2008-06-30,5042.1,5063.2,4684.05,4732.85,5214.1,5214.1,4996.85,5027.05,18915000,5665.6449999999995,5863.910000000001,6732.422999999999,6485.788824383262,7247.542401419988,10774.15,4996.85,5210.9,-3.528181312249312,17700714.285714287,16185060.0,13962205.0,23.436436685335398,-400.20429009340023,-54.33137457915291,-345.8729155142473,5079.333333333333,7.935837282878272,11.512386296509836,43.1386383198067,12.40018392886312,47.03242747470089,130739796.63774827
